borough,location_i,objectid,shape_area,shape_leng,zone
Manhattan,4.0000000000000000000000000000000,4.0000000000000000000000000000000,0.0001118719461919999951090773371,0.0435665270921000019610502818068,Alphabet City
Manhattan,12.0000000000000000000000000000000,12.0000000000000000000000000000000,0.0000415116236727000009992631646,0.0366613013579000016073372592018,Battery Park
Manhattan,13.0000000000000000000000000000000,13.0000000000000000000000000000000,0.0001493585929169999912229094274,0.0502813228630999975443671701214,Battery Park City
Manhattan,45.0000000000000000000000000000000,45.0000000000000000000000000000000,0.0000913594688556000053330716226,0.0459068626235000012969500460258,Chinatown
Manhattan,43.0000000000000000000000000000000,43.0000000000000000000000000000000,0.0003796629120539999897691874065,0.0997386183576000062700472881261,Central Park
Manhattan,48.0000000000000000000000000000000,48.0000000000000000000000000000000,0.0000942538425377000016079295786,0.0437467441431000012008745159164,Clinton East
Manhattan,50.0000000000000000000000000000000,50.0000000000000000000000000000000,0.0001732492833259999980618365489,0.0557479867536000012195884778521,Clinton West
Manhattan,68.0000000000000000000000000000000,68.0000000000000000000000000000000,0.0001110733786549999996132523372,0.0493373795568999989891167956557,East Chelsea
Manhattan,79.0000000000000000000000000000000,79.0000000000000000000000000000000,0.0001078930682179999933417366420,0.0426249113144000005282130416617,East Village
Manhattan,87.0000000000000000000000000000000,87.0000000000000000000000000000000,0.0000672050210692000051957914475,0.0369015496117000019182796677342,Financial District North
Manhattan,88.0000000000000000000000000000000,88.0000000000000000000000000000000,0.0000572999455414000002668323264,0.0352046035327000031434074855952,Financial District South
Manhattan,90.0000000000000000000000000000000,90.0000000000000000000000000000000,0.0000553132476304999987385888072,0.0307591620819000002851062447462,Flatiron
Manhattan,125.0000000000000000000000000000000,125.0000000000000000000000000000000,0.0000764293209892000056796326768,0.0497322121757000010222604657883,Hudson Sq
Manhattan,100.0000000000000000000000000000000,100.0000000000000000000000000000000,0.0000374700210291000027377703030,0.0248131090342000003301503596731,Garment District
Manhattan,107.0000000000000000000000000000000,107.0000000000000000000000000000000,0.0000746112192674999979546263118,0.0380413645908000003226234753129,Gramercy
Manhattan,113.0000000000000000000000000000000,113.0000000000000000000000000000000,0.0000579634566998000011028673029,0.0327453505660000032673195846655,Greenwich Village North
Manhattan,114.0000000000000000000000000000000,114.0000000000000000000000000000000,0.0000470207704945000031014450126,0.0317270347710999975343604262434,Greenwich Village South
Manhattan,140.0000000000000000000000000000000,140.0000000000000000000000000000000,0.0001142039077790000048146651368,0.0475842911324999978672778411237,Lenox Hill East
Manhattan,137.0000000000000000000000000000000,137.0000000000000000000000000000000,0.0001164550989470000029934668162,0.0461076242706999969711567644026,Kips Bay
Manhattan,141.0000000000000000000000000000000,141.0000000000000000000000000000000,0.0000766545579018999996816913223,0.0415144638712000024760584437900,Lenox Hill West
Manhattan,142.0000000000000000000000000000000,142.0000000000000000000000000000000,0.0000756537920737999973431683887,0.0381758942321000008246478785168,Lincoln Square East
Manhattan,143.0000000000000000000000000000000,143.0000000000000000000000000000000,0.0001510942690100000129847096497,0.0541798538849000005379608069234,Lincoln Square West
Manhattan,144.0000000000000000000000000000000,144.0000000000000000000000000000000,0.0000474789670369000013508756219,0.0276201668504999983677627994894,Little Italy/NoLiTa
Manhattan,148.0000000000000000000000000000000,148.0000000000000000000000000000000,0.0000697489921326999937891896741,0.0391305015633000019548148884496,Lower East Side
Manhattan,158.0000000000000000000000000000000,158.0000000000000000000000000000000,0.0001855682530019999885648185334,0.0548099905515000013211945883995,Meatpacking/West Village West
Manhattan,161.0000000000000000000000000000000,161.0000000000000000000000000000000,0.0000719130682991999959632542505,0.0358039100611000013496543203928,Midtown Center
Manhattan,162.0000000000000000000000000000000,162.0000000000000000000000000000000,0.0000478936962112000023982297248,0.0352698146219000002732357756940,Midtown East
Manhattan,163.0000000000000000000000000000000,163.0000000000000000000000000000000,0.0000408567804196000001299912685,0.0341768669751999973338563165726,Midtown North
Manhattan,164.0000000000000000000000000000000,164.0000000000000000000000000000000,0.0000556318237441000003166979848,0.0357716119907999993698943796971,Midtown South
Manhattan,170.0000000000000000000000000000000,170.0000000000000000000000000000000,0.0000743150675971999957877475729,0.0457690091050999975363922089855,Murray Hill
Manhattan,186.0000000000000000000000000000000,186.0000000000000000000000000000000,0.0000370729416952999993144224344,0.0246963902233999985091905671197,Penn Station/Madison Sq West
Manhattan,209.0000000000000000000000000000000,209.0000000000000000000000000000000,0.0000388703351209000028446648167,0.0306953113473000006872215550402,Seaport
Manhattan,211.0000000000000000000000000000000,211.0000000000000000000000000000000,0.0000397291966087000018490425768,0.0252345082131999985664005947683,SoHo
Manhattan,224.0000000000000284217094304040074,224.0000000000000284217094304040074,0.0000984786989135000062536157150,0.0440204462769000007260622453487,Stuy Town/Peter Cooper Village
Manhattan,229.0000000000000000000000000000000,229.0000000000000000000000000000000,0.0000947058230930999933854658179,0.0425252900115999990515724960005,Sutton Place/Turtle Bay North
Manhattan,230.0000000000000000000000000000000,230.0000000000000000000000000000000,0.0000560914463266000027849567111,0.0310283096779000004683535252070,Times Sq/Theatre District
Manhattan,231.0000000000000000000000000000000,231.0000000000000000000000000000000,0.0001669297529920000112534789194,0.0634201165587000015300134236895,TriBeCa/Civic Center
Manhattan,239.0000000000000000000000000000000,239.0000000000000000000000000000000,0.0002047154407739999889236093278,0.0636261152958000064661092665119,Upper West Side South
Manhattan,232.0000000000000000000000000000000,232.0000000000000000000000000000000,0.0002160499734560000035729632195,0.0614709085330999993601608366589,Two Bridges/Seward Park
Manhattan,233.0000000000000000000000000000000,233.0000000000000000000000000000000,0.0001161880946819999989088820214,0.0480359182940000017936199583346,UN/Turtle Bay South
Manhattan,234.0000000000000000000000000000000,234.0000000000000000000000000000000,0.0000731054382893999977989160644,0.0360721994984000010608937714096,Union Sq
Manhattan,236.0000000000000000000000000000000,236.0000000000000000000000000000000,0.0001028643452110000001747600051,0.0442519223099000005849923411461,Upper East Side North
Manhattan,237.0000000000000000000000000000000,237.0000000000000000000000000000000,0.0000959873206620999962473267386,0.0422126003387999979010736240070,Upper East Side South
Manhattan,238.0000000000000000000000000000000,238.0000000000000000000000000000000,0.0001847636937649999901156494531,0.0601093114033000031071196644916,Upper West Side North
Manhattan,263.0000000000000000000000000000000,263.0000000000000000000000000000000,0.0000657697664168999964178635720,0.0370166252994000022358278556567,Yorkville West
Manhattan,246.0000000000000000000000000000000,246.0000000000000000000000000000000,0.0002812983270759999944107820902,0.0694671937437000008852550081428,West Chelsea/Hudson Yards
Manhattan,249.0000000000000000000000000000000,249.0000000000000000000000000000000,0.0000722155957728999934024799456,0.0363843436499999978162023239747,West Village
Manhattan,261.0000000000000000000000000000000,261.0000000000000000000000000000000,0.0000343423231652000013141255719,0.0271204563616000010606299497340,World Trade Center
Manhattan,262.0000000000000000000000000000000,262.0000000000000000000000000000000,0.0001223302709659999931712803800,0.0490636231540999973033123637833,Yorkville East
